Customer ID;Age;Gender;Location;Subscription Status;Previous Purchases;Preferred Payment Method;Frequency of Purchases
4781;20;Male;Washington;Yes;34;Cash;Bi-Weekly
4390;56;Male;Colorado;Yes;33;Credit Card;Weekly
9578;64;Male;New Hampshire;Yes;34;Debit Card;Monthly
9891;56;Male;Maryland;Yes;39;PayPal;Every 3 Months
7556;27;Male;Maryland;Yes;47;Credit Card;Quarterly
3048;35;Male;Texas;Yes;37;PayPal;Monthly
7544;24;Male;New Mexico;Yes;40;Venmo;Bi-Weekly
9422;26;Male;Utah;Yes;8;Credit Card;Bi-Weekly
6043;32;Male;West Virginia;Yes;12;Bank Transfer;Annually
8531;54;Male;Connecticut;Yes;36;Bank Transfer;Monthly
2478;62;Male;West Virginia;Yes;99999;PayPal;Weekly
3552;50;Male;Ohio;Yes;47;PayPal;Fortnightly
7993;70;Male;Texas;Yes;2;Bank Transfer;Monthly
1726;48;Male;Washington;Yes;24;Cash;Weekly
9630;20;Male;Wisconsin;Yes;40;Bank Transfer;Bi-Weekly
6673;46;Male;Louisiana;Yes;50;Debit Card;Weekly
8659;51;Male;Iowa;Yes;25;Cash;Weekly
8618;53;Male;New York;Yes;20;Debit Card;Monthly
6211;44;Male;Idaho;Yes;10;Venmo;Weekly
2399;29;Male;Delaware;Yes;32;Bank Transfer;Quarterly
7812;64;Male;Kentucky;Yes;31;Cash;Fortnightly
2920;51;Male;Connecticut;Yes;48;Bank Transfer;Bi-Weekly
2970;50;Male;New Mexico;Yes;23;Debit Card;Monthly
2556;43;Male;Georgia;Yes;1;Bank Transfer;Bi-Weekly
8678;61;Male;Washington;Yes;4;Debit Card;Fortnightly
9061;55;Male;North Dakota;Yes;3;Bank Transfer;Bi-Weekly
6756;56;Male;Ohio;Yes;3;Cash;Bi-Weekly
2063;33;Male;Tennessee;Yes;44;Cash;Annually
5415;43;Male;New York;Yes;5;Debit Card;Bi-Weekly
5437;21;Male;Michigan;Yes;50;Venmo;Quarterly
4413;58;Male;Georgia;Yes;2;Credit Card;Annually
5591;41;Male;New Mexico;Yes;29;PayPal;Annually
6999;39;Male;Louisiana;Yes;11;Venmo;Annually
6959;54;Male;South Dakota;Yes;37;Credit Card;Fortnightly
1715;43;Male;Montana;Yes;32;Debit Card;Fortnightly
1974;28;Male;New Mexico;Yes;27;Credit Card;Annually
2760;59;Male;South Carolina;Yes;31;Venmo;Bi-Weekly
1557;28;Male;Ohio;Yes;36;Debit Card;Fortnightly
6299;68;Male;North Carolina;Yes;34;Cash;Weekly
7550;20;Male;Idaho;Yes;15;Bank Transfer;Every 3 Months
8360;21;Male;Oklahoma;Yes;14;Credit Card;Annually
8847;50;Male;Georgia;Yes;99999;Cash;Weekly
9010;32;Male;Kentucky;Yes;33;Venmo;Bi-Weekly
8142;24;Male;Delaware;Yes;99999;Debit Card;Annually
4182;55;Male;Massachusetts;Yes;39;PayPal;Weekly
1285;61;Male;Nebraska;Yes;7;Cash;Annually
8716;61;Male;Maine;Yes;29;Bank Transfer;Every 3 Months
9471;28;Male;Pennsylvania;Yes;18;Venmo;Quarterly
1530;60;Male;Nebraska;Yes;15;Credit Card;Annually
9711;49;Male;Virginia;Yes;39;PayPal;Bi-Weekly
4186;33;Male;Ohio;Yes;11;Cash;Monthly
9503;45;Male;Nebraska;Yes;4;Cash;Fortnightly
2922;29;Male;Ohio;Yes;33;Venmo;Bi-Weekly
1269;58;Male;Kentucky;Yes;37;Debit Card;Quarterly
3864;22;Male;Tennessee;Yes;32;Cash;Quarterly
3414;55;Male;Maine;Yes;44;Credit Card;Quarterly
1716;19;Male;Montana;Yes;41;Bank Transfer;Quarterly
3085;68;Male;Maryland;Yes;44;Bank Transfer;Weekly
7815;61;Male;Georgia;Yes;32;Venmo;Annually
5393;68;Male;Hawaii;Yes;13;Bank Transfer;Monthly
9871;52;Male;Rhode Island;Yes;48;Debit Card;Quarterly
8249;41;Male;Nebraska;Yes;3;Bank Transfer;Weekly
4142;29;Male;Michigan;Yes;39;Venmo;Monthly
6296;68;Male;North Carolina;Yes;7;Cash;Fortnightly
8897;36;Male;Minnesota;Yes;11;Cash;Fortnightly
1565;55;Male;Maryland;Yes;47;Credit Card;Weekly
9200;28;Male;Hawaii;Yes;28;Debit Card;Fortnightly
6276;39;Male;Oregon;Yes;17;Bank Transfer;Every 3 Months
9906;54;Male;New Mexico;Yes;11;PayPal;Bi-Weekly
5789;40;Male;Illinois;Yes;12;Venmo;Annually
7910;31;Male;Utah;Yes;7;Credit Card;Fortnightly
4424;30;Male;Maine;Yes;19;Venmo;Fortnightly
7417;45;Male;Virginia;Yes;24;Cash;Quarterly
6040;48;Male;Florida;Yes;19;Venmo;Monthly
7033;45;Male;Ohio;Yes;39;PayPal;Annually
4090;60;Male;Virginia;Yes;1;Credit Card;Fortnightly
2311;59;Male;Kansas;No;10;Debit Card;Bi-Weekly
3008;18;Male;Arkansas;No;48;PayPal;Quarterly
5516;70;Male;Massachusetts;No;24;Debit Card;Annually
5716;20;Male;Idaho;No;42;Venmo;Fortnightly
3793;65;Male;Wisconsin;No;20;Credit Card;Weekly
3753;29;Male;New Mexico;No;49;Bank Transfer;Every 3 Months
7054;22;Male;North Carolina;No;25;Debit Card;Monthly
4116;27;Male;Iowa;No;21;Debit Card;Every 3 Months
4247;36;Male;Idaho;No;12;Venmo;Every 3 Months
6607;59;Male;Ohio;No;21;Debit Card;Every 3 Months
6533;62;Male;Alabama;No;35;Cash;Monthly
5266;34;Male;Wyoming;No;42;Credit Card;Every 3 Months
2014;59;Male;Alabama;No;3;PayPal;Every 3 Months
6413;49;Male;Mississippi;No;11;PayPal;Bi-Weekly
7122;18;Male;Pennsylvania;No;22;PayPal;Quarterly
7103;55;Male;Wyoming;No;47;Credit Card;Weekly
8355;38;Male;Maryland;No;33;Venmo;Every 3 Months
8250;50;Male;North Carolina;No;50;Debit Card;Weekly
2780;61;Male;Pennsylvania;No;46;Credit Card;Monthly
2711;48;Male;Idaho;No;34;Debit Card;Fortnightly
3757;22;Male;California;No;33;Credit Card;Monthly
2441;48;Male;Tennessee;No;45;Bank Transfer;Fortnightly
5649;57;Male;Missouri;No;32;Debit Card;Bi-Weekly
1347;33;Male;North Dakota;No;47;Venmo;Bi-Weekly
8672;58;Male;West Virginia;No;5;PayPal;Quarterly
2410;37;Male;Arizona;No;49;Credit Card;Fortnightly
4304;18;Male;Oklahoma;No;48;Bank Transfer;Monthly
6207;65;Male;Pennsylvania;No;22;Cash;Every 3 Months
8223;62;Male;Idaho;No;45;Credit Card;Annually
8791;54;Male;South Carolina;No;30;Venmo;Quarterly
5206;35;Male;Washington;No;43;Cash;Weekly
8542;34;Male;Arkansas;No;48;Cash;Quarterly
7597;25;Male;Utah;No;23;Venmo;Fortnightly
2008;53;Male;Alaska;No;27;PayPal;Bi-Weekly
1603;45;Male;West Virginia;No;7;Bank Transfer;Monthly
2571;49;Male;Louisiana;No;2;PayPal;Weekly
7696;40;Male;Arizona;No;33;PayPal;Bi-Weekly
7394;38;Male;Connecticut;No;27;Cash;Fortnightly
4966;44;Male;North Carolina;No;6;Credit Card;Fortnightly
6320;68;Male;South Dakota;No;20;Venmo;Quarterly
4967;60;Male;Delaware;No;46;Venmo;Every 3 Months
5365;25;Male;Connecticut;No;25;Cash;Quarterly
3317;19;Male;Tennessee;No;30;Bank Transfer;Quarterly
6864;57;Male;New Hampshire;No;48;Credit Card;Annually
3331;58;Male;Vermont;No;47;Bank Transfer;Weekly
9657;49;Male;Idaho;No;27;Credit Card;Weekly
3464;19;Male;North Carolina;No;99999;Bank Transfer;Fortnightly
9249;50;Male;Nevada;No;2;Credit Card;Weekly
2923;30;Male;Delaware;No;39;Cash;Fortnightly
9690;52;Male;Texas;No;99999;Cash;Fortnightly
3651;35;Male;Tennessee;No;8;Debit Card;Bi-Weekly
3984;35;Male;Delaware;No;8;Bank Transfer;Quarterly
5652;33;Male;Massachusetts;No;6;Venmo;Every 3 Months
9959;52;Male;Minnesota;No;12;Venmo;Fortnightly
9494;69;Male;Texas;No;26;Bank Transfer;Weekly
2536;27;Male;Nebraska;No;50;Cash;Fortnightly
1810;66;Male;Oklahoma;No;2;Venmo;Weekly
2153;28;Male;Texas;No;31;Cash;Bi-Weekly
6829;22;Male;New York;No;4;Credit Card;Bi-Weekly
8694;69;Male;Washington;No;32;PayPal;Quarterly
8507;28;Male;Maryland;No;11;PayPal;Bi-Weekly
6447;55;Male;New Hampshire;No;47;Bank Transfer;Every 3 Months
4018;30;Male;New York;No;37;Cash;Weekly
8700;67;Male;Hawaii;No;39;PayPal;Fortnightly
4818;25;Male;California;No;24;Credit Card;Monthly
8291;49;Male;Indiana;No;11;PayPal;Every 3 Months
2947;34;Male;Louisiana;No;36;Credit Card;Weekly
6689;22;Male;Pennsylvania;No;40;Debit Card;Monthly
4331;63;Male;Florida;No;25;Cash;Quarterly
1094;70;Male;North Carolina;No;12;Credit Card;Annually
4080;36;Male;Massachusetts;No;38;Cash;Monthly
4478;42;Male;Iowa;No;40;Cash;Quarterly
6049;27;Male;North Dakota;No;10;Bank Transfer;Weekly
3055;23;Male;Iowa;No;47;Venmo;Fortnightly
1277;50;Male;Delaware;No;22;Debit Card;Monthly
7615;56;Male;New York;No;35;Debit Card;Monthly
6798;37;Male;New Hampshire;No;46;Venmo;Fortnightly
9131;67;Male;Kentucky;No;30;PayPal;Bi-Weekly
7787;67;Male;Illinois;No;20;Bank Transfer;Monthly
9347;50;Male;North Carolina;No;25;Cash;Fortnightly
9340;36;Male;Connecticut;No;29;Cash;Weekly
8385;62;Male;Wisconsin;No;99999;Venmo;Every 3 Months
6972;65;Male;Massachusetts;No;32;Bank Transfer;Quarterly
2704;23;Male;Illinois;No;37;Cash;Monthly
9011;46;Male;New Mexico;No;16;Bank Transfer;Every 3 Months
9814;18;Male;Iowa;No;32;Venmo;Fortnightly
2159;58;Male;Alabama;No;42;Debit Card;Bi-Weekly
9226;31;Male;Maryland;No;6;Credit Card;Every 3 Months
6372;39;Male;Ohio;No;23;PayPal;Fortnightly
9584;69;Male;Ohio;No;27;Venmo;Bi-Weekly
7757;68;Male;Nevada;No;43;PayPal;Quarterly
6800;41;Male;South Carolina;No;25;Bank Transfer;Fortnightly
2666;31;Male;Nevada;No;30;Cash;Every 3 Months
8652;48;Male;Wisconsin;No;7;Bank Transfer;Every 3 Months
1308;59;Male;Tennessee;No;17;Debit Card;Annually
6671;34;Male;Florida;No;10;PayPal;Fortnightly
5880;21;Male;Georgia;No;40;Venmo;Annually
9207;29;Male;Kentucky;No;50;Venmo;Bi-Weekly
7647;41;Male;Ohio;No;24;Credit Card;Weekly
4293;62;Male;Connecticut;No;8;PayPal;Every 3 Months
7003;27;Male;Idaho;No;6;Bank Transfer;Quarterly
9014;49;Male;Georgia;No;44;Credit Card;Bi-Weekly
9781;67;Male;Tennessee;No;47;PayPal;Quarterly
1680;20;Male;Hawaii;No;6;Venmo;Every 3 Months
1523;37;Male;Maryland;No;11;Cash;Quarterly
9819;69;Male;Nevada;No;41;Bank Transfer;Annually
1997;66;Male;New Hampshire;No;46;Venmo;Every 3 Months
1016;37;Male;North Dakota;No;9;Venmo;Bi-Weekly
7075;63;Male;Oklahoma;No;37;PayPal;Monthly
1243;47;Male;North Carolina;No;13;PayPal;Weekly
3445;26;Male;Tennessee;No;24;Debit Card;Monthly
4490;68;Male;Montana;No;47;PayPal;Quarterly
1435;51;Male;Wisconsin;No;21;Venmo;Every 3 Months
8350;48;Male;Connecticut;No;22;Venmo;Fortnightly
3094;60;Male;New Jersey;No;16;PayPal;Quarterly
5524;68;Male;Mississippi;No;37;Debit Card;Fortnightly
2213;25;Male;Wyoming;No;3;Cash;Annually
4757;57;Male;Illinois;No;33;Cash;Bi-Weekly
5964;41;Male;Louisiana;No;15;Debit Card;Annually
3395;59;Male;Oregon;No;42;Bank Transfer;Bi-Weekly
1111;44;Male;South Dakota;No;42;Cash;Bi-Weekly
7231;42;Male;Michigan;No;19;Bank Transfer;Bi-Weekly
2900;35;Male;New Jersey;No;26;PayPal;Quarterly
3391;36;Male;Oregon;No;39;PayPal;Quarterly
9237;54;Male;Iowa;No;24;Debit Card;Monthly
8955;37;Male;South Carolina;No;23;Debit Card;Annually
2079;20;Male;Indiana;No;44;Bank Transfer;Annually
4439;23;Male;Oregon;No;34;Cash;Monthly
4460;61;Male;New York;No;43;Bank Transfer;Quarterly
6536;37;Male;New Mexico;No;45;PayPal;Quarterly
4438;23;Male;Louisiana;No;4;Credit Card;Weekly
3080;63;Male;South Carolina;No;19;Credit Card;Annually
5490;47;Male;Maine;No;29;Credit Card;Monthly
5795;63;Male;Indiana;No;27;Credit Card;Annually
8993;56;Male;Iowa;No;37;Credit Card;Every 3 Months
4892;68;Male;Mississippi;No;11;Credit Card;Weekly
2542;64;Male;Arkansas;No;28;Debit Card;Annually
1252;62;Male;South Carolina;No;31;Credit Card;Weekly
9612;34;Male;Indiana;No;50;Venmo;Quarterly
5840;49;Male;Florida;No;42;Venmo;Quarterly
8210;40;Male;Alaska;No;18;Credit Card;Fortnightly
5949;50;Male;New York;No;6;Credit Card;Fortnightly
3299;25;Male;Texas;No;33;Venmo;Monthly
9031;30;Male;North Dakota;No;13;Bank Transfer;Bi-Weekly
8358;54;Male;Vermont;No;26;PayPal;Annually
1871;40;Male;New Jersey;No;17;Cash;Annually
5868;49;Male;Maryland;No;3;Debit Card;Weekly
7481;27;Male;Connecticut;No;7;PayPal;Weekly
8559;27;Male;Illinois;No;46;Venmo;Fortnightly
8975;48;Male;Maryland;No;14;Venmo;Every 3 Months
8356;40;Male;Minnesota;No;23;Bank Transfer;Annually
8489;67;Male;Florida;No;20;Credit Card;Every 3 Months
4176;52;Male;California;No;38;Bank Transfer;Fortnightly
1601;22;Male;Mississippi;No;16;Venmo;Every 3 Months
2189;62;Male;Washington;No;48;Credit Card;Every 3 Months
6348;20;Male;Wisconsin;No;8;Debit Card;Annually
6082;41;Male;Pennsylvania;No;16;Bank Transfer;Monthly
6735;34;Male;Missouri;No;5;Cash;Quarterly
5080;23;Male;Oklahoma;No;14;Venmo;Every 3 Months
4485;32;Male;Pennsylvania;No;18;Credit Card;Weekly
3885;68;Male;Kentucky;No;14;Debit Card;Every 3 Months
6553;30;Male;Vermont;No;5;Cash;Every 3 Months
7254;66;Male;Oregon;No;15;Credit Card;Every 3 Months
6451;62;Male;Utah;No;3;Venmo;Every 3 Months
1097;50;Male;Nebraska;No;12;Cash;Every 3 Months
8709;55;Male;Pennsylvania;No;43;Cash;Every 3 Months
9179;19;Male;Vermont;No;35;Credit Card;Bi-Weekly
5807;67;Male;Kentucky;No;36;Bank Transfer;Quarterly
3310;18;Male;Iowa;No;3;Cash;Quarterly
8724;58;Male;Indiana;No;27;Bank Transfer;Annually
2067;69;Male;Kansas;No;21;Bank Transfer;Weekly
8092;62;Male;Illinois;No;18;Venmo;Weekly
7228;28;Male;North Carolina;No;16;Debit Card;Weekly
2259;53;Male;Ohio;No;18;Venmo;Bi-Weekly
7529;27;Male;Illinois;No;19;Bank Transfer;Bi-Weekly
8136;55;Male;Indiana;No;1;Cash;Annually
4531;34;Male;Kansas;No;39;Bank Transfer;Annually
5453;25;Male;Illinois;No;49;Venmo;Monthly
6875;66;Male;Pennsylvania;No;99999;Credit Card;Fortnightly
2178;57;Male;New York;No;31;Debit Card;Every 3 Months
8154;46;Male;Utah;No;40;Venmo;Every 3 Months
4901;38;Male;New Jersey;No;2;Bank Transfer;Bi-Weekly
9203;23;Male;Idaho;No;46;PayPal;Every 3 Months
5418;42;Male;New Mexico;No;99999;Debit Card;Every 3 Months
7294;25;Male;Michigan;No;42;Credit Card;Quarterly
4107;55;Male;Wyoming;No;3;Venmo;Fortnightly
9942;62;Male;New Jersey;No;32;Debit Card;Every 3 Months
9286;41;Male;New Jersey;No;48;Debit Card;Annually
2851;58;Male;Hawaii;No;34;Credit Card;Weekly
4819;56;Male;Nevada;No;15;Bank Transfer;Quarterly
6498;25;Male;New Hampshire;No;22;Debit Card;Annually
6302;70;Male;Indiana;No;2;Cash;Monthly
3778;42;Male;New York;No;30;Bank Transfer;Weekly
3682;27;Male;Louisiana;No;27;Cash;Monthly
7329;65;Male;Virginia;No;18;Venmo;Bi-Weekly
5562;62;Male;Wisconsin;No;8;Credit Card;Annually
8590;62;Male;Oregon;No;48;Venmo;Fortnightly
3283;52;Male;New Hampshire;No;24;Cash;Monthly
8220;56;Male;Indiana;No;43;Credit Card;Monthly
7382;28;Male;Massachusetts;No;8;Cash;Quarterly
9486;39;Male;Montana;No;49;PayPal;Annually
6381;54;Male;California;No;2;Credit Card;Bi-Weekly
3363;30;Male;Indiana;No;38;Cash;Fortnightly
5518;45;Male;West Virginia;No;4;Cash;Fortnightly
3146;68;Male;Minnesota;No;31;Cash;Every 3 Months
6210;47;Male;Ohio;No;34;Debit Card;Every 3 Months
6499;68;Male;Minnesota;No;45;Credit Card;Monthly
6770;63;Male;Virginia;No;30;Debit Card;Quarterly
9866;20;Male;Connecticut;No;2;Credit Card;Fortnightly
3763;29;Male;Tennessee;No;44;Venmo;Monthly
9394;41;Male;Delaware;No;1;Credit Card;Bi-Weekly
9721;52;Male;Vermont;No;1;Venmo;Bi-Weekly
5690;32;Male;Louisiana;No;27;Bank Transfer;Weekly
7609;20;Male;North Dakota;No;14;Debit Card;Every 3 Months
4691;47;Male;Oregon;No;41;Cash;Weekly
1654;23;Male;Idaho;No;25;Debit Card;Bi-Weekly
9206;43;Male;Vermont;No;47;PayPal;Quarterly
2864;67;Male;West Virginia;No;20;Cash;Annually
6614;70;Male;Kentucky;No;42;PayPal;Annually
8822;35;Male;Wisconsin;No;16;Bank Transfer;Monthly
5722;41;Male;Mississippi;No;32;Credit Card;Every 3 Months
4957;54;Male;Missouri;No;37;PayPal;Quarterly
4198;55;Male;Arkansas;No;1;PayPal;Monthly
1983;51;Male;Wyoming;No;37;Bank Transfer;Weekly
3784;19;Male;Rhode Island;No;5;Venmo;Quarterly
9310;28;Male;Utah;No;31;Venmo;Fortnightly
5916;63;Male;Maryland;No;18;Debit Card;Annually
5430;30;Male;Georgia;No;39;Venmo;Every 3 Months
5784;29;Male;New Jersey;No;8;Venmo;Bi-Weekly
2824;24;Male;New Hampshire;No;20;Venmo;Monthly
6259;69;Male;Oregon;No;23;Debit Card;Every 3 Months
7764;65;Male;Arkansas;No;38;PayPal;Fortnightly
2004;64;Male;North Carolina;No;45;Bank Transfer;Fortnightly
2339;40;Male;West Virginia;No;44;Debit Card;Fortnightly
4425;24;Male;Utah;No;20;PayPal;Monthly
8398;66;Male;South Dakota;No;34;PayPal;Bi-Weekly
7016;35;Male;New Hampshire;No;10;PayPal;Weekly
5681;67;Male;Maryland;No;3;PayPal;Annually
1146;69;Male;South Dakota;No;23;Debit Card;Fortnightly
8603;26;Male;Kentucky;No;42;Bank Transfer;Annually
3711;23;Male;Florida;No;30;Debit Card;Annually
7194;27;Male;Texas;No;21;Cash;Every 3 Months
2245;30;Male;New Mexico;No;50;PayPal;Weekly
4605;48;Male;South Dakota;No;16;Cash;Bi-Weekly
5009;44;Male;New Jersey;No;32;Venmo;Annually
4751;29;Male;Indiana;No;14;Bank Transfer;Fortnightly
9346;29;Male;Louisiana;No;42;Venmo;Bi-Weekly
8050;67;Male;West Virginia;No;47;Credit Card;Every 3 Months
7780;42;Male;Maine;No;21;Debit Card;Weekly
5195;23;Male;Idaho;No;37;Credit Card;Monthly
2862;34;Male;New York;No;10;Credit Card;Annually
2773;64;Male;Montana;No;18;PayPal;Every 3 Months
3529;31;Male;Mississippi;No;2;PayPal;Every 3 Months
3928;54;Male;Alaska;No;40;PayPal;Annually
2860;23;Male;Missouri;No;43;PayPal;Annually
1090;59;Male;Rhode Island;No;14;Credit Card;Every 3 Months
9880;32;Male;Hawaii;No;41;Cash;Quarterly
8286;43;Male;South Carolina;No;38;Credit Card;Every 3 Months
1329;32;Male;Tennessee;No;99999;Venmo;Annually
2749;66;Male;Missouri;No;19;Bank Transfer;Monthly
6269;70;Male;Missouri;No;23;Credit Card;Bi-Weekly
1061;42;Male;Missouri;No;49;Debit Card;Annually
7645;56;Male;Mississippi;No;29;Debit Card;Quarterly
8894;28;Male;Arkansas;No;14;Debit Card;Bi-Weekly
9854;28;Male;Kentucky;No;19;Cash;Monthly
5109;52;Male;Connecticut;No;99999;Credit Card;Bi-Weekly
6797;65;Male;Oklahoma;No;48;Bank Transfer;Weekly
6561;56;Male;California;No;19;Debit Card;Annually
9499;59;Male;Missouri;No;45;Bank Transfer;Every 3 Months
9392;23;Male;Washington;No;17;Bank Transfer;Quarterly
5507;58;Male;New York;No;15;Debit Card;Every 3 Months
5406;39;Male;Indiana;No;11;Credit Card;Fortnightly
7186;28;Male;Oregon;No;1;Cash;Monthly
1059;40;Male;Texas;No;17;Cash;Monthly
9475;52;Male;Florida;No;37;Cash;Weekly
9575;37;Male;Rhode Island;No;40;Bank Transfer;Weekly
8631;70;Male;Texas;No;50;PayPal;Every 3 Months
2355;30;Male;Vermont;No;20;PayPal;Bi-Weekly
5117;38;Male;Maryland;No;8;PayPal;Bi-Weekly
3084;66;Male;Alaska;No;16;Bank Transfer;Quarterly
5843;29;Male;Idaho;No;9;Bank Transfer;Quarterly
4619;46;Male;West Virginia;No;12;Venmo;Monthly
1440;56;Male;Nevada;No;26;Credit Card;Weekly
9491;23;Male;Oregon;No;44;Debit Card;Fortnightly
6930;37;Male;Tennessee;No;19;Credit Card;Bi-Weekly
1724;56;Male;Alabama;No;43;PayPal;Fortnightly
6523;36;Male;Indiana;No;5;Bank Transfer;Every 3 Months
9651;40;Male;Idaho;No;5;Debit Card;Every 3 Months
5338;26;Male;Rhode Island;No;31;Bank Transfer;Quarterly
6500;57;Male;Arizona;No;11;Bank Transfer;Monthly
8904;68;Male;Florida;No;34;Bank Transfer;Monthly
4798;56;Male;New York;No;14;Cash;Annually
4913;40;Male;Nebraska;No;42;Venmo;Weekly
5544;44;Male;Mississippi;No;99999;Venmo;Bi-Weekly
9635;44;Male;Vermont;No;47;Bank Transfer;Monthly
3187;19;Male;Nebraska;No;23;Credit Card;Fortnightly
2309;21;Male;South Carolina;No;23;Cash;Bi-Weekly
8345;31;Male;Delaware;No;1;Cash;Every 3 Months
5068;30;Male;Vermont;No;99999;Bank Transfer;Quarterly
7188;65;Male;Indiana;No;37;Credit Card;Bi-Weekly
5703;39;Male;Oregon;No;4;Cash;Every 3 Months
2012;64;Male;Maryland;No;21;Bank Transfer;Quarterly
6906;59;Male;Florida;No;50;PayPal;Bi-Weekly
3508;49;Male;Indiana;No;34;Bank Transfer;Annually
1266;24;Male;Texas;No;20;Cash;Quarterly
7676;19;Male;Nebraska;No;25;Venmo;Every 3 Months
1843;27;Male;North Carolina;No;26;Bank Transfer;Fortnightly
4762;56;Male;Alabama;No;4;Bank Transfer;Annually
5141;49;Male;Alabama;No;99999;Debit Card;Monthly
4481;41;Male;Colorado;No;29;Cash;Weekly
2322;36;Male;Wisconsin;No;47;PayPal;Quarterly
9283;68;Male;Delaware;No;5;Cash;Every 3 Months
4193;28;Male;Indiana;No;18;Bank Transfer;Fortnightly
9349;45;Male;Iowa;No;10;Credit Card;Fortnightly
2833;60;Male;Iowa;No;25;Cash;Quarterly
7034;21;Male;Wisconsin;No;2;Cash;Weekly
4646;32;Male;Iowa;No;48;Venmo;Fortnightly
8059;27;Male;Montana;No;41;Bank Transfer;Every 3 Months
8715;40;Male;Mississippi;No;42;Credit Card;Monthly
8577;64;Male;Michigan;No;44;PayPal;Bi-Weekly
3371;18;Male;Virginia;No;6;Cash;Quarterly
3366;22;Male;New York;No;5;Bank Transfer;Quarterly
5611;42;Male;Maine;No;8;Credit Card;Annually
9741;57;Male;New Jersey;No;24;PayPal;Annually
8803;33;Male;Maryland;No;42;Venmo;Monthly
8727;37;Male;Kentucky;No;24;Venmo;Weekly
5663;21;Male;Minnesota;No;38;Venmo;Bi-Weekly
3202;51;Male;Massachusetts;No;41;Cash;Fortnightly
3113;30;Male;Illinois;No;48;Venmo;Quarterly
1447;68;Male;Michigan;No;16;Bank Transfer;Quarterly
4187;36;Male;Wisconsin;No;4;Venmo;Monthly
8517;46;Male;Alaska;No;99999;Bank Transfer;Weekly
6229;41;Male;Mississippi;No;1;Bank Transfer;Bi-Weekly
4417;68;Male;Oregon;No;4;Debit Card;Quarterly
4024;21;Male;Maryland;No;20;Credit Card;Monthly
4549;62;Male;Arkansas;No;40;Cash;Quarterly
9382;59;Male;Illinois;No;8;Debit Card;Fortnightly
4495;25;Male;Arkansas;No;42;Debit Card;Weekly
7479;53;Male;Mississippi;No;38;Credit Card;Annually
1444;31;Male;Arkansas;No;34;Venmo;Every 3 Months
4102;46;Male;Idaho;No;14;PayPal;Fortnightly
9554;26;Male;Iowa;No;39;Cash;Weekly
8208;47;Male;West Virginia;No;40;PayPal;Bi-Weekly
3061;37;Male;Wisconsin;No;49;Debit Card;Monthly
2445;55;Male;Massachusetts;No;33;PayPal;Annually
1953;30;Male;Texas;No;25;Credit Card;Weekly
8548;19;Male;Nebraska;No;48;Venmo;Annually
8009;36;Male;Nevada;No;22;Credit Card;Every 3 Months
2138;23;Male;Indiana;No;1;PayPal;Weekly
3389;62;Male;North Dakota;No;47;PayPal;Monthly
3131;26;Male;Georgia;No;20;Credit Card;Bi-Weekly
2087;36;Male;New Mexico;No;10;Debit Card;Weekly
3021;33;Male;New Hampshire;No;39;Credit Card;Monthly
9552;32;Male;Washington;No;15;Debit Card;Monthly
6304;56;Male;Nevada;No;11;Credit Card;Annually
3111;58;Male;Maine;No;38;Venmo;Weekly
1629;34;Male;Idaho;No;41;Cash;Fortnightly
5939;61;Male;Tennessee;No;18;Debit Card;Annually
9904;48;Male;Louisiana;No;13;Venmo;Quarterly
3400;25;Male;Michigan;No;43;Venmo;Annually
6311;51;Male;New Hampshire;No;12;Bank Transfer;Quarterly
8932;29;Male;Minnesota;No;3;Credit Card;Bi-Weekly
2308;54;Male;Illinois;No;12;Credit Card;Every 3 Months
5272;48;Male;Idaho;No;46;Cash;Quarterly
4946;62;Male;Montana;No;99999;Debit Card;Fortnightly
3358;18;Male;Alabama;No;23;Venmo;Every 3 Months
9828;43;Male;Montana;No;4;Debit Card;Quarterly
6384;22;Male;California;No;45;PayPal;Every 3 Months
7070;68;Male;Pennsylvania;No;24;Bank Transfer;Fortnightly
1230;44;Male;Texas;No;3;PayPal;Bi-Weekly
1103;51;Male;Michigan;No;12;Venmo;Every 3 Months
2842;66;Male;Connecticut;No;34;Bank Transfer;Every 3 Months
2595;59;Male;Wyoming;No;39;Credit Card;Annually
9724;60;Male;Michigan;No;35;PayPal;Every 3 Months
7175;31;Male;South Dakota;No;8;Credit Card;Annually
3217;20;Male;North Dakota;No;42;PayPal;Quarterly
2208;24;Male;Maryland;No;6;Credit Card;Every 3 Months
9533;48;Male;Michigan;No;3;Credit Card;Fortnightly
5052;39;Male;South Dakota;No;29;Venmo;Quarterly
6262;34;Male;Florida;No;32;Debit Card;Quarterly
3625;70;Male;Minnesota;No;45;Debit Card;Weekly
2099;59;Male;New York;No;21;Debit Card;Bi-Weekly
4418;45;Male;Oregon;No;41;Cash;Weekly
9281;35;Male;Minnesota;No;23;PayPal;Fortnightly
5332;69;Male;Montana;No;14;Cash;Annually
5650;58;Male;Washington;No;24;Debit Card;Monthly
2644;25;Male;New Mexico;No;25;Cash;Fortnightly
4987;27;Male;Arizona;No;13;Venmo;Monthly
8570;34;Male;Nebraska;No;3;Venmo;Every 3 Months
4065;53;Male;Idaho;No;42;Credit Card;Annually
4158;58;Male;Idaho;No;2;Cash;Monthly
6340;32;Male;Vermont;No;26;Cash;Quarterly
